Date/Time,Electricity:Facility [J](Hourly),Electricity:HVAC [J](Hourly),Refrigeration:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Gas:Facility [J](Hourly),Gas:HVAC [J](Hourly),Heating:Gas [J](Hourly) 
 01/06  07:00:00,368453820.81331607,18716142.85714286,141668699.35617308,0.0,0.0,119113540.2,80247873.59999995,8707564.799999999,18716142.85714286,214728678.3514964,214728678.3514964,214728678.3514964 
 01/06  08:00:00,416643942.73466077,18716142.85714286,179812488.8375178,0.0,0.0,128329723.44,83338419.60000007,6447168.0,18716142.85714286,224734744.62686763,224734744.62686763,224734744.62686763 
 01/06  09:00:00,389880282.24926885,18716142.85714286,160830958.43212576,0.0,0.0,123828280.56,84053905.20000009,2450995.2,18716142.85714286,226166814.22342966,226166814.22342966,226166814.22342966 
 01/06  10:00:00,421963227.79526969,18716142.85714286,184136002.37812666,0.0,0.0,132994985.75999999,84613298.39999993,1502798.4,18716142.85714286,217451929.53484906,217451929.53484906,217451929.53484906 
 01/06  11:00:00,491060489.2922998,18716142.85714286,182570428.07515709,0.0,0.0,204250914.36,83900671.19999999,1622332.8,18716142.85714286,200065926.11170895,200065926.11170895,200065926.11170895 
 01/06  12:00:00,488916311.11612728,18716142.85714286,180923934.77898438,0.0,0.0,205166762.28,83561176.80000003,548294.4,18716142.85714286,186303981.2571972,186303981.2571972,186303981.2571972 
 01/06  13:00:00,555281386.3691999,18716142.85714286,184550484.15205727,0.0,0.0,267586238.16,84204269.9999999,224251.19999999999,18716142.85714286,172475166.41544143,172475166.41544143,172475166.41544143 
 01/06  14:00:00,558248497.7516097,18439714.285714285,191751384.22589553,0.0,0.0,264099938.04,83753427.59999994,204033.6,18439714.285714285,154853517.93163479,154853517.93163479,154853517.93163479 
 01/06  15:00:00,560326879.7909721,18439714.285714285,190244824.34525777,0.0,0.0,267144393.96,83806142.40000008,691804.8,18439714.285714285,141918675.95012553,141918675.95012553,141918675.95012553 
 01/06  16:00:00,554906253.8267688,18439714.285714285,187578115.22105433,0.0,0.0,262425042.72,83691799.20000009,2771582.4,18439714.285714285,135713694.0861954,135713694.0861954,135713694.0861954 
 01/06  17:00:00,564695543.8479868,18439714.285714285,187624602.12227259,0.0,0.0,268471322.64,83750234.4,6409670.4,18439714.285714285,134577743.60571359,134577743.60571359,134577743.60571359 
 01/06  18:00:00,503930141.34449598,18439714.285714285,187042620.8187817,0.0,0.0,205460378.64,84192901.20000004,8794526.4,18439714.285714285,141943048.4981116,141943048.4981116,141943048.4981116 
 01/06  19:00:00,427186758.940352,18647035.714285718,168173748.18606643,0.0,0.0,147806090.64,83783674.79999991,8776209.6,18647035.714285718,156393793.27592937,156393793.27592937,156393793.27592937 
 01/06  20:00:00,438794753.17754468,18716142.85714286,187590821.28040178,0.0,0.0,140679674.64,83023783.19999998,8784331.2,18716142.85714286,169824013.55989916,169824013.55989916,169824013.55989916 
 01/06  21:00:00,430586329.930602,18716142.85714286,183517520.3934592,0.0,0.0,136689301.07999999,83037751.19999995,8625614.4,18716142.85714286,184909787.2240633,184909787.2240633,184909787.2240633 
 01/06  22:00:00,308947242.1312241,18716142.85714286,69948625.31408125,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18716142.85714286,187186365.00225944,187186365.00225944,187186365.00225944 
 01/06  23:00:00,234547389.12114344,18716142.85714286,69001290.94400032,0.0,0.0,58258222.92,79903436.40000008,8668296.0,18716142.85714286,168565330.3727252,168565330.3727252,168565330.3727252 
 01/06  24:00:00,224259021.85933293,18716142.85714286,67516127.52218995,0.0,0.0,57423439.08,74723965.2,5879347.2,18716142.85714286,170625536.03756304,170625536.03756304,170625536.03756304 
 01/07  01:00:00,235114097.3335625,18716142.85714286,69473620.47641945,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,173285267.61635647,173285267.61635647,173285267.61635647 
 01/07  02:00:00,235530636.86540837,18716142.85714286,69090258.72826538,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,174407746.81801159,174407746.81801159,174407746.81801159 
 01/07  03:00:00,233931262.88513647,18716142.85714286,66835325.107993479,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,195222695.48021538,195222695.48021538,195222695.48021538 
 01/07  04:00:00,234309621.1493128,18716142.85714286,65705164.93216983,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,203021224.3870277,203021224.3870277,203021224.3870277 
 01/07  05:00:00,234844878.21141798,18716142.85714286,64827378.79427494,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,198453405.1496567,198453405.1496567,198453405.1496567 
 01/07  06:00:00,237593682.3935435,18716142.85714286,59950695.376400578,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,187978978.19984863,187978978.19984863,187978978.19984863 
 01/07  07:00:00,388885542.9289007,18716142.85714286,134408501.47175784,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,181236366.74357898,181236366.74357898,181236366.74357898 
 01/07  08:00:00,451382712.45122787,18716142.85714286,186859338.5540849,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,177544768.02313388,177544768.02313388,177544768.02313388 
 01/07  09:00:00,508734443.9273871,18716142.85714286,168917440.1102442,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,169719552.55322889,169719552.55322889,169719552.55322889 
 01/07  10:00:00,596078027.9039925,18716142.85714286,192099282.48684968,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18716142.85714286,148365602.03979147,148365602.03979147,148365602.03979147 
 01/07  11:00:00,581067328.1160917,18716142.85714286,189501506.89894895,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18716142.85714286,147726210.7948564,147726210.7948564,147726210.7948564 
 01/07  12:00:00,578465377.5765795,18617418.36734694,187495965.7292325,0.0,0.0,288242522.28,83561176.80000003,548294.4,18617418.36734694,150495609.76321054,150495609.76321054,150495609.76321054 
 01/07  13:00:00,590215779.2647119,18439714.285714285,192069385.6189976,0.0,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,139067553.301484,139067553.301484,139067553.301484 
 01/07  14:00:00,594379827.3917878,18439714.285714285,200190793.8660736,0.0,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,130723447.23959312,130723447.23959312,130723447.23959312 
 01/07  15:00:00,596182562.2906304,18439714.285714285,198408586.84491585,0.0,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,118193820.12698522,118193820.12698522,118193820.12698522 
 01/07  16:00:00,590161399.9317439,18439714.285714285,195141341.32602955,0.0,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,113725336.56433025,113725336.56433025,113725336.56433025 
 01/07  17:00:00,599205472.3154981,18439714.285714285,194442610.58978395,0.0,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,117476971.69413103,117476971.69413103,117476971.69413103 
 01/07  18:00:00,592674489.2230532,18439714.285714285,192711208.697339,0.0,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,126190094.76696739,126190094.76696739,126190094.76696739 
 01/07  19:00:00,543403252.891253,18439714.285714285,173829883.56553886,0.0,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,139432275.50164665,139432275.50164665,139432275.50164665 
 01/07  20:00:00,553945833.711604,18637163.265306124,192053201.406298,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18637163.265306124,152933197.9811762,152933197.9811762,152933197.9811762 
 01/07  21:00:00,516105589.9469068,18716142.85714286,185961020.40976418,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18716142.85714286,165550028.59920455,165550028.59920455,165550028.59920455 
 01/07  22:00:00,319997911.57135549,18716142.85714286,80999294.75421262,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18716142.85714286,172392379.094,172392379.094,172392379.094 
 01/07  23:00:00,247147775.1160258,18716142.85714286,67755716.93888267,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18716142.85714286,186262881.96476323,186262881.96476323,186262881.96476323 
 01/07  24:00:00,233968777.27991117,18716142.85714286,63379922.94276814,0.0,0.0,71269399.08,74723965.2,5879347.2,18716142.85714286,201820486.0735175,201820486.0735175,201820486.0735175 
 01/08  01:00:00,231764380.6953283,18716142.85714286,66123903.838185269,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,207760150.3902987,207760150.3902987,207760150.3902987 
 01/08  02:00:00,232248198.2392171,18716142.85714286,65807820.10207413,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,213757811.84682185,213757811.84682185,213757811.84682185 
 01/08  03:00:00,232629384.8482257,18716142.85714286,65533447.071082759,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,217460337.30779443,217460337.30779443,217460337.30779443 
 01/08  04:00:00,233810145.89248315,18716142.85714286,65205689.67534017,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,218199136.95726336,218199136.95726336,218199136.95726336 
 01/08  05:00:00,233915366.22711448,18716142.85714286,63897866.80997142,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,222984445.68587388,222984445.68587388,222984445.68587388 
 01/08  06:00:00,216935739.42513163,18716142.85714286,39292752.40798862,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,221964362.99654589,221964362.99654589,221964362.99654589 
 01/08  07:00:00,353935661.6393082,18716142.85714286,99458620.18216528,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,216113621.71476347,216113621.71476347,216113621.71476347 
 01/08  08:00:00,440456995.5198925,18716142.85714286,175933621.62274955,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,224207698.62445269,224207698.62445269,224207698.62445269 
 01/08  09:00:00,501113707.6012966,18716142.85714286,161296703.78415365,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,224121630.29454375,224121630.29454375,224121630.29454375 
 01/08  10:00:00,590762563.5304942,18716142.85714286,186783818.11335153,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18716142.85714286,184682883.2821216,184682883.2821216,184682883.2821216 
 01/08  11:00:00,580432752.5113926,18716142.85714286,188866931.29424984,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18716142.85714286,147896305.5566893,147896305.5566893,147896305.5566893 
 01/08  12:00:00,581073394.3941513,18469331.632653059,190252069.28149826,0.0,0.0,288242522.28,83561176.80000003,548294.4,18469331.632653059,126386342.38474044,126386342.38474044,126386342.38474044 
 01/08  13:00:00,595219832.5055802,18439714.285714285,197073438.85986609,0.0,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,91707524.60332316,91707524.60332316,91707524.60332316 
 01/08  14:00:00,600882273.1752998,18439714.285714285,206693239.6495856,0.0,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,78786962.27805244,78786962.27805244,78786962.27805244 
 01/08  15:00:00,602896445.4189377,18439714.285714285,205122469.97322337,0.0,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,64038699.6894622,64038699.6894622,64038699.6894622 
 01/08  16:00:00,597113180.7474552,18439714.285714285,202093122.14174078,0.0,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,53263017.87722829,53263017.87722829,53263017.87722829 
 01/08  17:00:00,604193945.9828973,18439714.285714285,199431084.25718308,0.0,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,72915982.9841555,72915982.9841555,72915982.9841555 
 01/08  18:00:00,596738308.5179521,18439714.285714285,196775027.99223785,0.0,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,81899783.87118259,81899783.87118259,81899783.87118259 
 01/08  19:00:00,593997948.281919,18439714.285714285,224424578.9562049,0.0,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,98363471.62118852,98363471.62118852,98363471.62118852 
 01/08  20:00:00,556848375.1659219,18439714.285714285,195153191.84020783,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,123726748.34305108,123726748.34305108,123726748.34305108 
 01/08  21:00:00,518659138.0741161,18489076.530612247,188741634.86350418,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18489076.530612247,137602950.73610414,137602950.73610414,137602950.73610414 
 01/08  22:00:00,328921965.6400933,18577928.57142857,90061563.10866477,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18577928.57142857,140387152.2693091,140387152.2693091,140387152.2693091 
 01/08  23:00:00,251536731.4436427,18716142.85714286,72144673.26649957,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18716142.85714286,148720801.9512307,148720801.9512307,148720801.9512307 
 01/08  24:00:00,238276953.87940694,18716142.85714286,67688099.54226393,0.0,0.0,71269399.08,74723965.2,5879347.2,18716142.85714286,162985143.73400257,162985143.73400257,162985143.73400257 
 01/09  01:00:00,234846871.29894165,18716142.85714286,69206394.4417986,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,177603654.39482326,177603654.39482326,177603654.39482326 
 01/09  02:00:00,236515932.5597579,18716142.85714286,70075554.42261493,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,170013005.16668517,170013005.16668517,170013005.16668517 
 01/09  03:00:00,237530107.42046035,18716142.85714286,70434169.64331739,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,173987795.83897058,173987795.83897058,173987795.83897058 
 01/09  04:00:00,236024701.77846507,18716142.85714286,67420245.56132205,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,196519749.15623624,196519749.15623624,196519749.15623624 
 01/09  05:00:00,235814487.6555826,18716142.85714286,65796988.23843956,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,199898894.76655347,199898894.76655347,199898894.76655347 
 01/09  06:00:00,244059867.73471857,18716142.85714286,66416880.71757559,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,199525871.10082836,199525871.10082836,199525871.10082836 
 01/09  07:00:00,398090963.4409816,18716142.85714286,143613921.98383875,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,201366876.71830023,201366876.71830023,201366876.71830023 
 01/09  08:00:00,447222084.33341619,18716142.85714286,182698710.43627314,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,206590319.16843105,206590319.16843105,206590319.16843105 
 01/09  09:00:00,504706199.5039173,18716142.85714286,164889195.6867743,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,198437513.66122873,198437513.66122873,198437513.66122873 
 01/09  10:00:00,591839524.8117257,18716142.85714286,187860779.39458306,0.0,0.0,299146505.76,84613298.39999993,1502798.4,18716142.85714286,179298720.8960566,179298720.8960566,179298720.8960566 
 01/09  11:00:00,579153432.1599898,18716142.85714286,187587610.94284714,0.0,0.0,287326674.36,83900671.19999999,1622332.8,18716142.85714286,159658774.07186596,159658774.07186596,159658774.07186596 
 01/09  12:00:00,578721043.350157,18498948.979591837,187870100.89056529,0.0,0.0,288242522.28,83561176.80000003,548294.4,18498948.979591837,146403573.98950268,146403573.98950268,146403573.98950268 
 01/09  13:00:00,590499546.2928122,18439714.285714285,192353152.64709798,0.0,0.0,295278158.16,84204269.9999999,224251.19999999999,18439714.285714285,129672825.20839888,129672825.20839888,129672825.20839888 
 01/09  14:00:00,594674575.9944882,18439714.285714285,200485542.46877415,0.0,0.0,291791858.04,83753427.59999994,204033.6,18439714.285714285,118723180.80143607,118723180.80143607,118723180.80143607 
 01/09  15:00:00,597323116.1888259,18439714.285714285,199549140.74311159,0.0,0.0,294836313.96000006,83806142.40000008,691804.8,18439714.285714285,101267427.30878225,101267427.30878225,101267427.30878225 
 01/09  16:00:00,591959317.062947,18439714.285714285,196939258.45723254,0.0,0.0,290116962.72,83691799.20000009,2771582.4,18439714.285714285,92446258.33393534,92446258.33393534,92446258.33393534 
 01/09  17:00:00,601072590.1973739,18439714.285714285,196309728.4716596,0.0,0.0,296163242.64,83750234.4,6409670.4,18439714.285714285,98320465.09935792,98320465.09935792,98320465.09935792 
 01/09  18:00:00,594846673.5533835,18439714.285714285,194883393.02766926,0.0,0.0,288536138.64,84192901.20000004,8794526.4,18439714.285714285,105866147.2755836,105866147.2755836,105866147.2755836 
 01/09  19:00:00,572332868.7083336,18439714.285714285,202759499.38261963,0.0,0.0,258573770.64,83783674.79999991,8776209.6,18439714.285714285,118602117.82645627,118602117.82645627,118602117.82645627 
 01/09  20:00:00,556316967.2653658,18439714.285714285,194621783.93965174,0.0,0.0,251447354.64000003,83023783.19999998,8784331.2,18439714.285714285,133335437.77083911,133335437.77083911,133335437.77083911 
 01/09  21:00:00,518445178.9478644,18647035.714285718,188369716.5535789,0.0,0.0,219765061.07999999,83037751.19999995,8625614.4,18647035.714285718,146713636.607927,146713636.607927,146713636.607927 
 01/09  22:00:00,326204834.646112,18716142.85714286,87206217.8289692,0.0,0.0,128395785.96,83252001.59999992,8634686.4,18716142.85714286,157331149.26316057,157331149.26316057,157331149.26316057 
 01/09  23:00:00,248026533.54329903,18716142.85714286,68634475.36615592,0.0,0.0,72104182.92,79903436.40000008,8668296.0,18716142.85714286,177102665.9755818,177102665.9755818,177102665.9755818 
 01/09  24:00:00,234777151.83116836,18716142.85714286,64188297.49402537,0.0,0.0,71269399.08,74723965.2,5879347.2,18716142.85714286,192605452.1109802,192605452.1109802,192605452.1109802 
 01/10  01:00:00,232723907.89342005,18716142.85714286,67083431.036276999,0.0,0.0,71225798.4,72118421.99999997,3580113.6000000007,18716142.85714286,197683439.79111386,197683439.79111386,197683439.79111386 
 01/10  02:00:00,233420850.9901746,18716142.85714286,66980472.853031639,0.0,0.0,71146043.28,72984211.19999999,3593980.8000000005,18716142.85714286,200215607.78684709,200215607.78684709,200215607.78684709 
 01/10  03:00:00,233716326.4311098,18716142.85714286,66620388.65396683,0.0,0.0,71177013.72,73610485.19999999,3592296.0,18716142.85714286,206169854.22062237,206169854.22062237,206169854.22062237 
 01/10  04:00:00,234905266.6745106,18716142.85714286,66300810.4573676,0.0,0.0,71417849.75999999,74879852.39999996,3590611.2,18716142.85714286,209897012.97178833,209897012.97178833,209897012.97178833 
 01/10  05:00:00,235336417.01766116,18716142.85714286,65318917.60051808,0.0,0.0,72407216.16,75312471.60000006,3581668.8000000005,18716142.85714286,210766053.08371497,210766053.08371497,210766053.08371497 
 01/10  06:00:00,243301136.05729444,18716142.85714286,65658149.04015143,0.0,0.0,75165766.56,77202194.39999996,6558883.200000001,18716142.85714286,210539258.77960337,210539258.77960337,210539258.77960337 
 01/10  07:00:00,396040459.3729149,18716142.85714286,141563417.915772,0.0,0.0,146805460.2,80247873.59999995,8707564.799999999,18716142.85714286,217031457.9991861,217031457.9991861,217031457.9991861 
 01/10  08:00:00,444713422.93012389,18716142.85714286,180190049.03298084,0.0,0.0,156021643.44,83338419.60000007,6447168.0,18716142.85714286,218596680.4004776,218596680.4004776,218596680.4004776 
 01/10  09:00:00,504115904.13721027,18716142.85714286,164298900.32006733,0.0,0.0,234595960.56,84053905.20000009,2450995.2,18716142.85714286,203453665.59778766,203453665.59778766,203453665.59778766 
